text,actual,predicted,error_type
"Last one month due to summer, strawberry is not availble in the Chennai markets!",negative,neutral,negative -> neutral
 My neighbour is fond of loud Nickelback.,positive,negative,positive -> negative
"don`t know what to do today.  amazing weather and i`m sitting here, great.",neutral,positive,neutral -> positive
"I haven`t been replying to people because seriously, I haven`t refreshed twitter for a while.  Sorry.   Thanks.",neutral,negative,neutral -> negative
counting down the hours until I can finally drink this blossom hill  stupid work,neutral,negative,neutral -> negative
is helping  making a twitter account,positive,neutral,positive -> neutral
Mothers day in 45 minutes west coast time.  Happy Mothers Day to all the mothers out there,neutral,positive,neutral -> positive
_trip I bet he didn`t fall asleep till like this morning  sorries.,negative,neutral,negative -> neutral
 yeah yeah gd night then,positive,neutral,positive -> neutral
_marie better than Hudgens.  OMG our song came on on shuffle. What Would You Do - City High.,neutral,positive,neutral -> positive
 meet  - she is the Zombie expert i believe..,positive,neutral,positive -> neutral
"_Guy In the past it was ok but since iï¿½ve got my own appartment, my own car........itï¿½s very difficult to save the money",negative,neutral,negative -> neutral
http://twitpic.com/4jalj - Morning world. #healthyliving update. Weight this morning 82.1kg (12st 12lbs) Going in right direction,positive,neutral,positive -> neutral
I love music so much that i`ve gone through pain to play :S my sides of my fingers now are peeling and have blisters from playing so much,negative,positive,negative -> positive
" LOL she is okay, its just he songs are so catchy they get stuck in my head",positive,negative,positive -> negative
Traffic backed up inbound Lincoln tunnel,neutral,negative,neutral -> negative
Dangling belly rings are a bad investment...the cutest ones ALWAYS pop,neutral,negative,neutral -> negative
" it`s quite hard cause when you attempt to spread it, the cornbread falls apart...",negative,neutral,negative -> neutral
 My computer got screwed to hell by viruses. I just finished wiping the drive and reinstalling Windows XP  I want a Mac...,negative,neutral,negative -> neutral
Why do people have 2 be so deceitful and unreal?  But my love for Steve Jones and Channing Tatum has been renewed lol...their soo nice,neutral,positive,neutral -> positive
I will not be late.  I will not be late.  I will not be late.,positive,negative,positive -> negative
"_x Haha, You sound like lizzie :L she`s got a sister who is older than her, and she`s like argh :@ all the time",negative,positive,negative -> positive
will maybe have my cell phone soon ! Yeah !,positive,neutral,positive -> neutral
Rest in peace marshall,negative,neutral,negative -> neutral
feels disappointed..mahirap talaga mag-supervise ng tao..  http://plurk.com/p/wxqwa,negative,neutral,negative -> neutral
need to push diet to last level. Not too good last week lost 1 lb. . Better than a gain,neutral,positive,neutral -> positive
"_raven oh, I`m skeptical too. I just think it`s the best thing he could have said under the circumstances",positive,neutral,positive -> neutral
my bf had to go to her dads for the week end. i will have 2 full days of bordom.,negative,neutral,negative -> neutral
 ) I can relate to the frustration.I ruined my wp blog many times during updates.They warn you a few times.'back the ^$!@# up',negative,neutral,negative -> neutral
Having first beer in over 8 days what has happened to me and Im only having it cause Miss 8 wanted to get me one for mothers day.,negative,neutral,negative -> neutral
 Is it true there won`t be any Fantastic 4 sequels?  I wished they introduced a Franklin Richards character... will they?,positive,neutral,positive -> neutral
 LOOOOL chips and ketchup ya waili 3alaiiik! Let`s have some fish fingers  I`m not too sure about baked beans though.,negative,neutral,negative -> neutral
" oh thas cool  you know, I only kinda knew bouts you cuz of Ericson haha when you guys were together x)",neutral,positive,neutral -> positive
Taking the dog on a walk..the weather is perfect rite now  _p sucks becuz she didn`t come with me hahaha,positive,negative,positive -> negative
 the only thing is I`m not a chocolate fan  but the thought was yhere,neutral,negative,neutral -> negative
off to work... off at 10:30....lammmeeee,negative,neutral,negative -> neutral
" Nah, they don`t. All my Twiter followers are fabulous.",positive,neutral,positive -> neutral
Is losing money in Vegas...,negative,neutral,negative -> neutral
They took my property,negative,neutral,negative -> neutral
Went to get driver license and car licnse plates renewed.  My mechanic that does inspections out of town today.,neutral,negative,neutral -> negative
I saw nomes on twitter  but I`m still not waking up,negative,neutral,negative -> neutral
I am trying to figure out how to use Twitter,positive,neutral,positive -> neutral
 she is good! so gor-juz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no,neutral,positive,neutral -> positive
Swollen face.....again,negative,neutral,negative -> neutral
" need to get an intel based mac 1st   but this impacts on dual core vs quad choice, latter probably better for virtualization",positive,neutral,positive -> neutral
" Oh I love `em, but when I think about the kind of preservatives they`re using to stay 'just-baked' it kinda makes me sick",neutral,positive,neutral -> positive
  are you not well?,neutral,negative,neutral -> negative
 At least you made it,positive,neutral,positive -> neutral
_Laurie your dad is a superman for pulling through! Take it easy,positive,neutral,positive -> neutral
: eww. dislike,negative,neutral,negative -> neutral
"250 miles down, only 1750 to go. Thats ok, u2 on the radio alwas helps.",positive,neutral,positive -> neutral
Made a seamless connection to Toro Toro Quebec Two.,neutral,positive,neutral -> positive
 whew! thassa relief,positive,neutral,positive -> neutral
" Masson I`ll give you the link, it`s quite handy",positive,neutral,positive -> neutral
phillies gamee with mama for mothers day,neutral,positive,neutral -> positive
can`t wait to make that call tomorrow. gotta keep moving forward!,positive,neutral,positive -> neutral
Got my attics w sadie art work included  good times just broke my head phones bad times still happy buy attics!,neutral,negative,neutral -> negative
UP was awesome! Everyone should go see it.  But the stupid theatre didn`t show the Pixar short film.,neutral,positive,neutral -> positive
 don`t you procrastinate!   (like I do...),neutral,negative,neutral -> negative
 you stopped followin me?,neutral,negative,neutral -> negative
 That would have been fun BUT we were soooo TIRED yesterday.  Long day at the office. Just did dinner and crashed.,negative,neutral,negative -> neutral
"_beery Yeah little rough this morning but more tonight, and tomorrow night if all goes as planned. Caloric intake off the charts",negative,neutral,negative -> neutral
When you see someone without a smile pass them yours,neutral,positive,neutral -> positive
 hey mar! i miss you also ( yeah  but i gotta find a stupidstupid school (,negative,neutral,negative -> neutral
 oh no....u don`t have to hit him up. He had a family emergency so there was a lil delay. Just can`t wait to see them,neutral,negative,neutral -> negative
I miss the concert Tuesday already. I`d really like a time machine to go see it again... It was so fun...,neutral,negative,neutral -> negative
Hey there! It`s a glorious morning! Monday`s animation mode: ON!,positive,neutral,positive -> neutral
 lol. sorry bout today  ..did u get them?? & what else R U guyz doinq cuz i have to C if im eligable [howeva itz spelled lol],negative,neutral,negative -> neutral
need to go to work soonish but i really dont want to  also trying to save money... life is fab (not),neutral,negative,neutral -> negative
 i don`t have any excuse other than night shifts! we got our orphan lambs from a local farmer so we cheated,negative,neutral,negative -> neutral
Having really bad sorehead,neutral,negative,neutral -> negative
Brownie sundaes at Five and Dumpster. Blood Bros on iTunes. Palm Reader was closed  Fun at the 371 anyway.,neutral,positive,neutral -> positive
Isnt looking forward to going back to work. 3 days off isnt long enough,negative,neutral,negative -> neutral
" lol thanx, me too!",positive,neutral,positive -> neutral
"  thats it, rub it in that ur seeing morrissey! il just go and cry in the corner  x",negative,neutral,negative -> neutral
Where are all you Motivated/Determined/wannabe sexy successful young professionals!??! I might really have to join a BNI if there is no1!,positive,neutral,positive -> neutral
"Flat is sparkling clean, now that`s team work  on way to pick up food for 6!",positive,neutral,positive -> neutral
Ohhhhh what a line,positive,negative,positive -> negative
jolly good last night,neutral,positive,neutral -> positive
I have to choose between  and _FC on Sunday and  wins. I`m shattered.  Why can`t I be healthy enough to go to both?,negative,neutral,negative -> neutral
"Last Heroes ep until Sept  Sick & drugged for past 3 days. Dr says lacking in everything, esp -get this- SUNSHINE.",negative,neutral,negative -> neutral
Nobody ever ` s   makes me sad,neutral,negative,neutral -> negative
